parametres,cours_eau,station_mesure,code_prelevement,date_prelevement,date_analyse,resultat_analyse,unite_mesure,qualification_resultat,,,,,,,,
Propamocarb_hydrochloride,la_Boulogne,BOULOGNE_à_SAINT-PHILBERT-DE-GRAND-LIEU,20190103144154-PC-449864,2017-11-28,2017-11-28,0.1,µg/L,Correcte,,,,,,,,
HCH_alpha+beta+delta+gamm,la_Boulogne,BOULOGNE_à_SAINT-PHILBERT-DE-GRAND-LIEU,20190103144154-PC-449864,2017-11-28,2017-11-28,0.004,µg/L,Correcte,,,,,,,,
thiametoxam,la_Boulogne,BOULOGNE_à_SAINT-PHILBERT-DE-GRAND-LIEU,20190103144154-PC-449864,2017-11-28,2017-11-28,0.01,µg/L,Correcte,,,,,,,,
Alachlore,la_Boulogne,BOULOGNE_à_SAINT-PHILBERT-DE-GRAND-LIEU,20190103144205-PC-449869,2017-12-20,2017-12-20,0.002,µg/L,Correcte,,,,,,,,
HCH_alpha,la_Boulogne,BOULOGNE_à_SAINT-PHILBERT-DE-GRAND-LIEU,20190103144205-PC-449869,2017-12-20,2017-12-20,0.004,µg/L,Correcte,,,,,,,,
HCH_delta,la_Boulogne,BOULOGNE_à_SAINT-PHILBERT-DE-GRAND-LIEU,20190103144205-PC-449869,2017-12-20,2017-12-20,0.001,µg/L,Correcte,,,,,,,,
Pyrimiphos-méthyl,la_Boulogne,BOULOGNE_à_SAINT-PHILBERT-DE-GRAND-LIEU,20190103144129-PC-449850,2017-07-31,2017-07-31,0.01,µg/L,Correcte,,,,,,,,
Chlorsulfuron,la_Boulogne,BOULOGNE_à_SAINT-PHILBERT-DE-GRAND-LIEU,20190103144129-PC-449850,2017-07-31,2017-07-31,0.002,µg/L,Correcte,,,,,,,,
Disulfoton,la_Boulogne,BOULOGNE_à_SAINT-PHILBERT-DE-GRAND-LIEU,20190103144129-PC-449850,2017-07-31,2017-07-31,0.05,µg/L,Correcte,,,,,,,,
Propanil,la_Boulogne,BOULOGNE_à_SAINT-PHILBERT-DE-GRAND-LIEU,20190103144129-PC-449850,2017-07-31,2017-07-31,0.005,µg/L,Correcte,,,,,,,,
Heptachlore_époxyde_endo,la_Vallée,RAU_DE_LA_VALLEE_ou_JEANNEAU_à_RIAILLE,20180525155344-PC-8435,2018-07-31,2018-08-01,0.01,µg/L,Correcte,,,,,,,,
Chinométhionate,la_Vallée,RAU_DE_LA_VALLEE_ou_JEANNEAU_à_RIAILLE,20180525155344-PC-8435,2018-07-31,2018-08-01,0.08,µg/L,Correcte,,,,,,,,
Pencycuron,la_Vallée,RAU_DE_LA_VALLEE_ou_JEANNEAU_à_RIAILLE,20180525155344-PC-8435,2018-07-31,2018-08-01,0.005,µg/L,Correcte,,,,,,,,
Iodofenphos,la_Vallée,RAU_DE_LA_VALLEE_ou_JEANNEAU_à_RIAILLE,20180525155344-PC-8435,2018-07-31,2018-08-01,0.02,µg/L,Correcte,,,,,,,,
Bisphenol_A,la_Vallée,RAU_DE_LA_VALLEE_ou_JEANNEAU_à_RIAILLE,20180525155344-PC-8435,2018-07-31,2018-08-01,0.46900000000000003,µg/L,Correcte,,,,,,,,
Hexabromodiph_éther_153,la_Vallée,RAU_DE_LA_VALLEE_ou_JEANNEAU_à_RIAILLE,20180525155344-PC-8435,2018-07-31,2018-08-01,0.0005,µg/L,Correcte,,,,,,,,
mirex,la_Vallée,RAU_DE_LA_VALLEE_ou_JEANNEAU_à_RIAILLE,20180525155344-PC-8435,2018-07-31,2018-08-01,0.05,µg/L,Correcte,,,,,,,,
Di(2-ethylhexyl)phtalate,la_Vallée,RAU_DE_LA_VALLEE_ou_JEANNEAU_à_RIAILLE,20180525155344-PC-8435,2018-07-31,2018-08-01,0.2,µg/L,Correcte,,,,,,,,
PCB77,la_Vallée,RAU_DE_LA_VALLEE_ou_JEANNEAU_à_RIAILLE,20180625153000-PC-9567,2018-08-21,2018-08-22,0.005,µg/L,Correcte,,,,,,,,
pentabromodiph_éther_85,la_Vallée,RAU_DE_LA_VALLEE_ou_JEANNEAU_à_RIAILLE,20180426103718-PC-5573,2018-06-19,2018-06-19,0.001,µg/L,Correcte,,,,,,,,
Diphenyltin+,la_Vallée,RAU_DE_LA_VALLEE_ou_JEANNEAU_à_RIAILLE,20180426103718-PC-5573,2018-06-19,2018-06-19,0.002,µg/L,Correcte,,,,,,,,
Aldicarbe,la_Vallée,RAU_DE_LA_VALLEE_ou_JEANNEAU_à_RIAILLE,20180525155344-PC-8435,2018-07-31,2018-08-01,0.02,µg/L,Correcte,,,,,,,,
Diazinon,la_Vallée,RAU_DE_LA_VALLEE_ou_JEANNEAU_à_RIAILLE,20180525155344-PC-8435,2018-07-31,2018-08-01,0.01,µg/L,Correcte,,,,,,,,
Endosulfan_B,la_Vallée,RAU_DE_LA_VALLEE_ou_JEANNEAU_à_RIAILLE,20180625153000-PC-9567,2018-08-21,2018-08-22,0.001,µg/L,Correcte,,,,,,,,
Bromoxynil_octanoate,la_Vallée,RAU_DE_LA_VALLEE_ou_JEANNEAU_à_RIAILLE,20180803145924-PC-11700,2018-09-05,2018-09-06,0.03,µg/L,Correcte,,,,,,,,
HCH_epsilon,la_Vallée,RAU_DE_LA_VALLEE_ou_JEANNEAU_à_RIAILLE,20180803145924-PC-11700,2018-09-05,2018-09-06,0.001,µg/L,Correcte,,,,,,,,
Bisphenol_A,la_Vallée,RAU_DE_LA_VALLEE_ou_JEANNEAU_à_RIAILLE,20180803145924-PC-11700,2018-09-05,2018-09-06,0.146,µg/L,Correcte,,,,,,,,
Cyromazine,la_Vallée,RAU_DE_LA_VALLEE_ou_JEANNEAU_à_RIAILLE,20180803145924-PC-11700,2018-09-05,2018-09-06,0.03,µg/L,Correcte,,,,,,,,
tribromodiphényl_éther,la_Vallée,RAU_DE_LA_VALLEE_ou_JEANNEAU_à_RIAILLE,20180803145924-PC-11700,2018-09-05,2018-09-06,0.001,µg/L,Correcte,,,,,,,,
Iprovalicarb,la_Vallée,RAU_DE_LA_VALLEE_ou_JEANNEAU_à_RIAILLE,20180803145924-PC-11700,2018-09-05,2018-09-06,0.005,µg/L,Correcte,,,,,,,,
PCBs_A1254,la_Vallée,RAU_DE_LA_VALLEE_ou_JEANNEAU_à_RIAILLE,20180830094043-PC-12755,2018-10-19,2018-10-20,0.1,µg/L,Correcte,,,,,,,,
Prométryne,la_Vallée,RAU_DE_LA_VALLEE_ou_JEANNEAU_à_RIAILLE,20180830094043-PC-12755,2018-10-19,2018-10-20,0.002,µg/L,Correcte,,,,,,,,
Triadiménol,la_Vallée,RAU_DE_LA_VALLEE_ou_JEANNEAU_à_RIAILLE,20180830094043-PC-12755,2018-10-19,2018-10-20,0.002,µg/L,Correcte,,,,,,,,
Nitrophénol-2,la_Vallée,RAU_DE_LA_VALLEE_ou_JEANNEAU_à_RIAILLE,20180830094043-PC-12755,2018-10-19,2018-10-20,0.02,µg/L,Correcte,,,,,,,,
Métazachlore,la_Vallée,RAU_DE_LA_VALLEE_ou_JEANNEAU_à_RIAILLE,20180830094043-PC-12755,2018-10-19,2018-10-20,0.004,µg/L,Correcte,,,,,,,,
Heptachlore_époxyde_endo,la_Vallée,RAU_DE_LA_VALLEE_ou_JEANNEAU_à_RIAILLE,20180830094043-PC-12755,2018-10-19,2018-10-20,0.01,µg/L,Correcte,,,,,,,,
Prophame,la_Vallée,RAU_DE_LA_VALLEE_ou_JEANNEAU_à_RIAILLE,20180830094043-PC-12755,2018-10-19,2018-10-20,0.01,µg/L,Correcte,,,,,,,,
4-isopropylaniline,la_Vallée,RAU_DE_LA_VALLEE_ou_JEANNEAU_à_RIAILLE,20180830094043-PC-12755,2018-10-19,2018-10-20,0.2,µg/L,Correcte,,,,,,,,
Terbuthylazine_désethyl,la_Vallée,RAU_DE_LA_VALLEE_ou_JEANNEAU_à_RIAILLE,20180830094043-PC-12755,2018-10-19,2018-10-20,0.002,µg/L,Correcte,,,,,,,,
UGILEC_141_nom_usuel,la_Vallée,RAU_DE_LA_VALLEE_ou_JEANNEAU_à_RIAILLE,20180830094043-PC-12755,2018-10-19,2018-10-20,0.1,µg/L,Correcte,,,,,,,,
Pyraclostrobine,la_Vallée,RAU_DE_LA_VALLEE_ou_JEANNEAU_à_RIAILLE,20180830094043-PC-12755,2018-10-19,2018-10-20,0.005,µg/L,Correcte,,,,,,,,
4-Ethylphenol,la_Vallée,RAU_DE_LA_VALLEE_ou_JEANNEAU_à_RIAILLE,20180830094043-PC-12755,2018-10-19,2018-10-20,0.02,µg/L,Correcte,,,,,,,,
Amétryne,la_Vallée,RAU_DE_LA_VALLEE_ou_JEANNEAU_à_RIAILLE,20181001100414-PC-15594,2018-11-07,2018-11-08,0.002,µg/L,Correcte,,,,,,,,
Dichloroéthène_11,la_Vallée,RAU_DE_LA_VALLEE_ou_JEANNEAU_à_RIAILLE,20181001100414-PC-15594,2018-11-07,2018-11-08,0.5,µg/L,0,75680009000257,Eurofins_IPL_Est_-_Maxéville,47.5430924179,-1.26767350189,,,,
Hexachlorobenzène,la_Vallée,RAU_DE_LA_VALLEE_ou_JEANNEAU_à_RIAILLE,20181001100414-PC-15594,2018-11-07,2018-11-08,0.001,µg/L,Correcte,,,,,,,,
Parathion_méthyl,la_Vallée,RAU_DE_LA_VALLEE_ou_JEANNEAU_à_RIAILLE,20181001100414-PC-15594,2018-11-07,2018-11-08,0.01,µg/L,Correcte,,,,,,,,
Pendiméthaline,la_Vallée,RAU_DE_LA_VALLEE_ou_JEANNEAU_à_RIAILLE,20181001100414-PC-15594,2018-11-07,2018-11-08,0.002,µg/L,Correcte,,,,,,,,
Bromoforme,la_Vallée,RAU_DE_LA_VALLEE_ou_JEANNEAU_à_RIAILLE,20180830094043-PC-12755,2018-10-19,2018-10-20,0.5,µg/L,0,75680009000257,Eurofins_IPL_Est_-_Maxéville,47.5430924179,-1.26767350189,,,,
Chlorméphos,la_Vallée,RAU_DE_LA_VALLEE_ou_JEANNEAU_à_RIAILLE,20180830094043-PC-12755,2018-10-19,2018-10-20,0.02,µg/L,Correcte,,,,,,,,
Pentachlorobenzene,la_Chère,CHERE_à_CHATEAUBRIANT,20180625153123-PC-9604,2018-08-20,2018-08-21,0.001,µg/L,Correcte,,,,,,,,
Azaconazole,la_Chère,CHERE_à_CHATEAUBRIANT,20180625153123-PC-9604,2018-08-20,2018-08-21,0.01,µg/L,Correcte,,,,,,,,
Teneur_en_matière_minéral,la_Chère,CHERE_à_CHATEAUBRIANT,20180625153123-PC-9604,2018-08-20,2018-08-21,6.2,mg/L,Correcte,,,,,,,,
heptabromodiph_éther_183,la_Chère,CHERE_à_CHATEAUBRIANT,20180625153123-PC-9604,2018-08-20,2018-08-21,0.0005,µg/L,Correcte,,,,,,,,
PCB_20,la_Chère,CHERE_à_CHATEAUBRIANT,20180625153123-PC-9604,2018-08-20,2018-08-21,0.01,µg/L,Correcte,,,,,,,,
PCB_167,la_Chère,CHERE_à_CHATEAUBRIANT,20180625153123-PC-9604,2018-08-20,2018-08-21,0.01,µg/L,Correcte,,,,,,,,
4nonylphenolmoetoxyla,la_Chère,CHERE_à_CHATEAUBRIANT,20180625153123-PC-9604,2018-08-20,2018-08-21,0.02,µg/L,Correcte,,,,,,,,
Amétryne,la_Chère,CHERE_à_CHATEAUBRIANT,20180803150046-PC-11725,2018-09-05,2018-09-06,0.002,µg/L,Correcte,,,,,,,,
DDT_24',la_Chère,CHERE_à_CHATEAUBRIANT,20180803150046-PC-11725,2018-09-05,2018-09-06,0.001,µg/L,Correcte,,,,,,,,
Diclofop_méthyl,la_Chère,CHERE_à_CHATEAUBRIANT,20180803150046-PC-11725,2018-09-05,2018-09-06,0.01,µg/L,Correcte,,,,,,,,
Fenpropimorphe,la_Chère,CHERE_à_CHATEAUBRIANT,20180803150046-PC-11725,2018-09-05,2018-09-06,0.002,µg/L,Correcte,,,,,,,,
Fluvalinate-tau,la_Chère,CHERE_à_CHATEAUBRIANT,20180803150046-PC-11725,2018-09-05,2018-09-06,0.02,µg/L,Correcte,,,,,,,,
HCH_alpha,la_Chère,CHERE_à_CHATEAUBRIANT,20180803150046-PC-11725,2018-09-05,2018-09-06,0.004,µg/L,Correcte,,,,,,,,
Uranium,la_Chère,CHERE_à_CHATEAUBRIANT,_centrifugée...),20180404102414-PC-4301,0001-01-01T13:53:28+00:53,1361,421,1,-1.41266973662,,,,,,,
Aldicarbe,la_Chère,CHERE_à_PIERRIC,20171220163417-PC-216,2018-01-17,2018-01-17,1.0,µg/L,Correcte,,,,,,,,
Chlorméphos,la_Chère,CHERE_à_PIERRIC,20171220163417-PC-216,2018-01-17,2018-01-17,0.02,µg/L,Correcte,,,,,,,,
Demeton-S-Methyl,la_Chère,CHERE_à_PIERRIC,20171220163417-PC-216,2018-01-17,2018-01-17,0.1,µg/L,Correcte,,,,,,,,
Dibromochloromethane,la_Chère,CHERE_à_PIERRIC,20171220163417-PC-216,2018-01-17,2018-01-17,0.2,µg/L,0,75680009000257,Eurofins_IPL_Est_-_Maxéville,47.6996241457,-1.78567827469,,,,
Métamitrone,la_Chère,CHERE_à_PIERRIC,20171220163417-PC-216,2018-01-17,2018-01-17,0.002,µg/L,Correcte,,,,,,,,
Dichlorobenzene_12,la_Chère,CHERE_à_PIERRIC,20180103144756-PC-1123,2018-02-14,2018-02-14,0.05,µg/L,0,75680009000257,Eurofins_IPL_Est_-_Maxéville,47.6996241457,-1.78567827469,,,,
Métribuzine,la_Chère,CHERE_à_PIERRIC,20180103144756-PC-1123,2018-02-14,2018-02-14,0.002,µg/L,Correcte,,,,,,,,
PCB_153,la_Chère,CHERE_à_PIERRIC,20180103144756-PC-1123,2018-02-14,2018-02-14,0.00030000000000000003,µg/L,Correcte,,,,,,,,
Tétrachlorvinphos,la_Chère,CHERE_à_PIERRIC,20180103144756-PC-1123,2018-02-14,2018-02-14,0.05,µg/L,Correcte,,,,,,,,
Xylène-ortho,la_Chère,CHERE_à_PIERRIC,20180103144756-PC-1123,2018-02-14,2018-02-14,0.03,µg/L,0,75680009000257,Eurofins_IPL_Est_-_Maxéville,47.6996241457,-1.78567827469,,,,
Dichlofluanide,la_Chère,CHERE_à_PIERRIC,20180103144756-PC-1123,2018-02-14,2018-02-14,0.02,µg/L,Correcte,,,,,,,,
Perméthrine,la_Chère,CHERE_à_PIERRIC,20180103144756-PC-1123,2018-02-14,2018-02-14,0.03,µg/L,Correcte,,,,,,,,
Bioresméthrine,la_Chère,CHERE_à_PIERRIC,20171220163417-PC-216,2018-01-17,2018-01-17,0.01,µg/L,Correcte,,,,,,,,
Mésitylène,la_Chère,CHERE_à_PIERRIC,20171220163417-PC-216,2018-01-17,2018-01-17,1.0,µg/L,0,75680009000257,Eurofins_IPL_Est_-_Maxéville,47.6996241457,-1.78567827469,,,,
Propanil,la_Chère,CHERE_à_PIERRIC,20171220163417-PC-216,2018-01-17,2018-01-17,0.005,µg/L,Correcte,,,,,,,,
Oryzalin,la_Chère,CHERE_à_PIERRIC,20171220163417-PC-216,2018-01-17,2018-01-17,0.005,µg/L,Correcte,,,,,,,,
Diméthénamide,la_Chère,CHERE_à_PIERRIC,20171220163417-PC-216,2018-01-17,2018-01-17,0.002,µg/L,Correcte,,,,,,,,
Thiafluamide,la_Chère,CHERE_à_PIERRIC,20171220163417-PC-216,2018-01-17,2018-01-17,0.008,µg/L,Correcte,,,,,,,,
phosmet,la_Chère,CHERE_à_PIERRIC,20171220163417-PC-216,2018-01-17,2018-01-17,0.005,µg/L,Correcte,,,,,,,,
Pyraclostrobine,la_Chère,CHERE_à_PIERRIC,20171220163417-PC-216,2018-01-17,2018-01-17,0.005,µg/L,Correcte,,,,,,,,
Tricyclohexylétain_hydrox,la_Chère,CHERE_à_CHATEAUBRIANT,20180830094231-PC-12801,2018-10-18,2018-10-19,0.002,µg/L,Correcte,,,,,,,,
Di-n-octyl_phthalate,la_Chère,CHERE_à_CHATEAUBRIANT,20180830094231-PC-12801,2018-10-18,2018-10-19,0.5,µg/L,Correcte,,,,,,,,
m-Methylaniline,la_Chère,CHERE_à_CHATEAUBRIANT,20180830094231-PC-12801,2018-10-18,2018-10-19,0.05,µg/L,Correcte,,,,,,,,
4nonylphenolmoetoxyla,la_Chère,CHERE_à_CHATEAUBRIANT,20180830094231-PC-12801,2018-10-18,2018-10-19,0.02,µg/L,Correcte,,,,,,,,
Benfluraline,la_Chère,CHERE_à_CHATEAUBRIANT,20181001100602-PC-15628,2018-11-07,2018-11-08,0.03,µg/L,Correcte,,,,,,,,
Ométhoate,la_Chère,CHERE_à_CHATEAUBRIANT,20181001100602-PC-15628,2018-11-07,2018-11-08,0.02,µg/L,Correcte,,,,,,,,
PCB_28,la_Chère,CHERE_à_CHATEAUBRIANT,20181001100602-PC-15628,2018-11-07,2018-11-08,0.00030000000000000003,µg/L,Correcte,,,,,,,,
Perméthrine,la_Chère,CHERE_à_CHATEAUBRIANT,20181001100602-PC-15628,2018-11-07,2018-11-08,0.02,µg/L,Correcte,,,,,,,,
Chlorophénol-4,la_Chère,CHERE_à_CHATEAUBRIANT,20181001100602-PC-15628,2018-11-07,2018-11-08,0.015,µg/L,Correcte,,,,,,,,
Spiroxamine,la_Chère,CHERE_à_CHATEAUBRIANT,20181001100602-PC-15628,2018-11-07,2018-11-08,0.002,µg/L,Correcte,,,,,,,,
4-Chloro-2-toluidine,la_Chère,CHERE_à_CHATEAUBRIANT,20181001100602-PC-15628,2018-11-07,2018-11-08,0.05,µg/L,Correcte,,,,,,,,
Carboxine,la_Chère,CHERE_à_CHATEAUBRIANT,20181001100602-PC-15628,2018-11-07,2018-11-08,0.005,µg/L,Correcte,,,,,,,,
Chlorsulfuron,la_Chère,CHERE_à_CHATEAUBRIANT,20181105101614-PC-17070,2018-12-10,2018-12-11,0.002,µg/L,Correcte,,,,,,,,
Chlorobenzene,la_Chère,CHERE_à_CHATEAUBRIANT,20181105101614-PC-17070,2018-12-10,2018-12-11,0.2,µg/L,0,75680009000257,Eurofins_IPL_Est_-_Maxéville,47.7182176193,-1.41266973662,,,,
Flurochloridone,la_Chère,CHERE_à_CHATEAUBRIANT,20181105101614-PC-17070,2018-12-10,2018-12-11,0.02,µg/L,Correcte,,,,,,,,
Fenpropidine,la_Chère,CHERE_à_CHATEAUBRIANT,20181105101614-PC-17070,2018-12-10,2018-12-11,0.001,µg/L,Correcte,,,,,,,,
Tridémorphe,la_Chère,CHERE_à_CHATEAUBRIANT,20181105101614-PC-17070,2018-12-10,2018-12-11,0.1,µg/L,Correcte,,,,,,,,
Tebufenpyrad,la_Chère,CHERE_à_CHATEAUBRIANT,20181105101614-PC-17070,2018-12-10,2018-12-11,0.02,µg/L,Correcte,,,,,,,,
para-tert-Octylphenol,la_Chère,CHERE_à_CHATEAUBRIANT,20181105101614-PC-17070,2018-12-10,2018-12-11,0.02,µg/L,Correcte,,,,,,,,
dithianon,la_Chère,CHERE_à_CHATEAUBRIANT,20181105101614-PC-17070,2018-12-10,2018-12-11,0.02,µg/L,Correcte,,,,,,,,
Cloquintocet-mexyl,la_Chère,CHERE_à_CHATEAUBRIANT,20181105101614-PC-17070,2018-12-10,2018-12-11,0.02,µg/L,Correcte,,,,,,,,
Terbuthylazine_désethyl,la_Chère,CHERE_à_CHATEAUBRIANT,20181105101614-PC-17070,2018-12-10,2018-12-11,0.002,µg/L,Correcte,,,,,,,,
Quizalofop_éthyl,la_Chère,CHERE_à_CHATEAUBRIANT,20181105101614-PC-17070,2018-12-10,2018-12-11,0.005,µg/L,Correcte,,,,,,,,
Furathiocarbe,la_Chère,CHERE_à_CHATEAUBRIANT,20181105101614-PC-17070,2018-12-10,2018-12-11,0.005,µg/L,Correcte,,,,,,,,
Didéméthylisoproturon,la_Chère,CHERE_à_CHATEAUBRIANT,20181105101614-PC-17070,2018-12-10,2018-12-11,0.002,µg/L,Correcte,,,,,,,,
Propachlore_ESA,la_Chère,CHERE_à_CHATEAUBRIANT,20181105101614-PC-17070,2018-12-10,2018-12-11,0.005,µg/L,Correcte,,,,,,,,
heptabromodiph_éther_190,la_Chère,CHERE_à_CHATEAUBRIANT,20180830094231-PC-12801,2018-10-18,2018-10-19,0.001,µg/L,Correcte,,,,,,,,
HCH_alpha+beta+delta+gamm,la_Chère,CHERE_à_CHATEAUBRIANT,20180830094231-PC-12801,2018-10-18,2018-10-19,0.004,µg/L,Correcte,,,,,,,,
Cyazofamide,la_Chère,CHERE_à_CHATEAUBRIANT,20181001100602-PC-15628,2018-11-07,2018-11-08,0.01,µg/L,Correcte,,,,,,,,
Diméthénamide_ESA,la_Chère,CHERE_à_CHATEAUBRIANT,20181001100602-PC-15628,2018-11-07,2018-11-08,0.005,µg/L,Correcte,,,,,,,,
Acétochlore_SAA,la_Chère,CHERE_à_CHATEAUBRIANT,20181001100602-PC-15628,2018-11-07,2018-11-08,0.01,µg/L,Correcte,,,,,,,,
PCB169,la_Chère,CHERE_à_CHATEAUBRIANT,20181105101614-PC-17070,2018-12-10,2018-12-11,0.001,µg/L,Correcte,,,,,,,,
Folpel,le_Sauzignac,RAU_DE_L'ENFER_À_GUEMENE-PENFAO,20190102221825-PC-429059,2016-06-16,2016-06-17,0.05,µg/L,Correcte,,,,,,,,
2-Chloro-3-nitrotoluene,le_Sauzignac,RAU_DE_SAUZIGNAC_À_JANS,20190102173841-PC-416899,2016-11-25,2016-11-26,0.05,µg/L,Correcte,,,,,,,,
Chlorfluazuron,le_Sauzignac,RAU_DE_SAUZIGNAC_À_JANS,20190102173841-PC-416899,2016-11-25,2016-11-26,0.01,µg/L,Correcte,,,,,,,,
Butachlor_ESA._Na,le_Sauzignac,RAU_DE_SAUZIGNAC_À_JANS,20190102173841-PC-416899,2016-11-25,2016-11-26,0.005,µg/L,Correcte,,,,,,,,
Azinphos_éthyl,le_Sauzignac,RAU_DE_SAUZIGNAC_À_JANS,20190102173858-PC-416906,2016-12-19,2016-12-20,0.01,µg/L,Correcte,,,,,,,,
Endosulfan_A,le_Sauzignac,RAU_DE_SAUZIGNAC_À_JANS,20190102173858-PC-416906,2016-12-19,2016-12-20,0.001,µg/L,Correcte,,,,,,,,
Prométryne,le_Sauzignac,RAU_DE_SAUZIGNAC_À_JANS,20190102173858-PC-416906,2016-12-19,2016-12-20,0.002,µg/L,Correcte,,,,,,,,
Bendiocarbe,le_Don,RAU_DE_SAUZIGNAC_À_JANS,20190102173858-PC-416906,2016-12-19,2016-12-20,0.05,µg/L,Correcte,,,,,,,,
Chlortoluron,le_Don,DON_à_GUEMENE-PENFAO,20190102192220-PC-421706,2016-02-22,2016-02-23,0.002,µg/L,Correcte,,,,,,,,
DDE_24',le_Don,DON_à_GUEMENE-PENFAO,20190102192220-PC-421706,2016-02-22,2016-02-23,0.001,µg/L,Correcte,,,,,,,,
Diclofop_méthyl,le_Don,DON_à_GUEMENE-PENFAO,20190102192220-PC-421706,2016-02-22,2016-02-23,0.01,µg/L,Correcte,,,,,,,,
Fréon_113,le_Sauzignac,DON_à_GUEMENE-PENFAO,20190102192220-PC-421706,2016-02-22,2016-02-23,1.0,µg/L,0,75680009000257,Eurofins_IPL_Est_-_Maxéville,47.6217385359,-1.79758355226,,,,
Méthidation,le_Sauzignac,RAU_DE_SAUZIGNAC_À_JANS,20190102173719-PC-416801,2016-05-27,2016-05-28,0.05,µg/L,Correcte,,,,,,,,
Propazine,le_Sauzignac,RAU_DE_SAUZIGNAC_À_JANS,20190102173719-PC-416801,2016-05-27,2016-05-28,0.005,µg/L,Correcte,,,,,,,,
Amitraze,le_Sauzignac,RAU_DE_SAUZIGNAC_À_JANS,20190102173719-PC-416801,2016-05-27,2016-05-28,1.0,µg/L,Correcte,,,,,,,,
Bendiocarbe,le_Sauzignac,RAU_DE_SAUZIGNAC_À_JANS,20190102173719-PC-416801,2016-05-27,2016-05-28,0.05,µg/L,Correcte,,,,,,,,
Flutriafol,le_Sauzignac,RAU_DE_SAUZIGNAC_À_JANS,20190102173719-PC-416801,2016-05-27,2016-05-28,0.002,µg/L,Correcte,,,,,,,,
Oxyfluorfene,le_Sauzignac,RAU_DE_SAUZIGNAC_À_JANS,20190102173719-PC-416801,2016-05-27,2016-05-28,0.02,µg/L,Correcte,,,,,,,,
Fosthiazate,le_Sauzignac,RAU_DE_SAUZIGNAC_À_JANS,20190102173719-PC-416801,2016-05-27,2016-05-28,0.1,µg/L,Correcte,,,,,,,,
Foramsulfuron,le_Sauzignac,RAU_DE_SAUZIGNAC_À_JANS,20190102173719-PC-416801,2016-05-27,2016-05-28,0.002,µg/L,Correcte,,,,,,,,
PCB_18,le_Sauzignac,RAU_DE_SAUZIGNAC_À_JANS,20190102173719-PC-416801,2016-05-27,2016-05-28,0.01,µg/L,Correcte,,,,,,,,
PCB_81,le_Sauzignac,RAU_DE_SAUZIGNAC_À_JANS,20190102173719-PC-416801,2016-05-27,2016-05-28,0.01,µg/L,Correcte,,,,,,,,
Metolachlor_ESA,le_Sauzignac,RAU_DE_SAUZIGNAC_À_JANS,20190102173719-PC-416801,2016-05-27,2016-05-28,0.091,µg/L,Correcte,,,,,,,,
Prosulfocarbe,le_Sauzignac,RAU_DE_SAUZIGNAC_À_JANS,20190102173841-PC-416899,2016-11-25,2016-11-26,0.064,µg/L,Correcte,,,,,,,,
Cymoxanil,le_Sauzignac,RAU_DE_SAUZIGNAC_À_JANS,20190102173841-PC-416899,2016-11-25,2016-11-26,0.005,µg/L,Correcte,,,,,,,,
Dichlorvos,le_Sauzignac,RAU_DE_SAUZIGNAC_À_JANS,20190102173841-PC-416899,2016-11-25,2016-11-26,0.005,µg/L,Correcte,,,,,,,,
Diméthoate,le_Sauzignac,RAU_DE_SAUZIGNAC_À_JANS,20190102173841-PC-416899,2016-11-25,2016-11-26,0.005,µg/L,Correcte,,,,,,,,
Méthabenzthiazuron,le_Sauzignac,RAU_DE_SAUZIGNAC_À_JANS,20190102173841-PC-416899,2016-11-25,2016-11-26,0.005,µg/L,Correcte,,,,,,,,
Métribuzine,le_Sauzignac,RAU_DE_SAUZIGNAC_À_JANS,20190102173841-PC-416899,2016-11-25,2016-11-26,0.002,µg/L,Correcte,,,,,,,,
Parathion_éthyl,le_Sauzignac,RAU_DE_SAUZIGNAC_À_JANS,20190102173841-PC-416899,2016-11-25,2016-11-26,0.01,µg/L,Correcte,,,,,,,,
Propazine,le_Sauzignac,RAU_DE_SAUZIGNAC_À_JANS,20190102173841-PC-416899,2016-11-25,2016-11-26,0.005,µg/L,Correcte,,,,,,,,
Chloronèbe,le_Sauzignac,RAU_DE_SAUZIGNAC_À_JANS,20190102173841-PC-416899,2016-11-25,2016-11-26,0.005,µg/L,Correcte,,,,,,,,
Isoxaben,le_Sauzignac,RAU_DE_SAUZIGNAC_À_JANS,20190102173841-PC-416899,2016-11-25,2016-11-26,0.002,µg/L,Correcte,,,,,,,,
Fenpropidine,le_Sauzignac,RAU_DE_SAUZIGNAC_À_JANS,20190102173841-PC-416899,2016-11-25,2016-11-26,0.001,µg/L,Correcte,,,,,,,,
Dicofol,le_Sauzignac,RAU_DE_SAUZIGNAC_À_JANS,20190102173858-PC-416906,2016-12-19,2016-12-20,0.05,µg/L,Correcte,,,,,,,,
pH,le_Sauzignac,RAU_DE_SAUZIGNAC_À_JANS,20190102173858-PC-416906,2016-12-19,2016-12-20,7.6,unité_pH,Correcte,,,,,,,,
Chlorprophame,le_Sauzignac,RAU_DE_SAUZIGNAC_À_JANS,20190102173858-PC-416906,2016-12-19,2016-12-20,0.01,µg/L,Correcte,,,,,,,,
Diméthénamide,le_Sauzignac,RAU_DE_SAUZIGNAC_À_JANS,20190102173858-PC-416906,2016-12-19,2016-12-20,0.002,µg/L,Correcte,,,,,,,,
